device_id,device_model,category,gold_g,copper_g,lithium_g,confidence,total_value_estimate,timestamp,region
DEV-000657,iPhone 12,smartphone,0.0374,9.132,3.813,0.87,59.53,2026-04-09T13:06:58.951079,Chennai
DEV-000658,Samsung Galaxy S22,smartphone,0.0396,8.723,4.648,0.96,72.18,2026-04-09T13:06:58.951096,Pune
DEV-000659,Fitbit Charge 5,wearable,0.0008,0.39,0.251,0.96,3.82,2026-04-09T13:06:58.951114,Kolkata
DEV-000660,iPhone 14,smartphone,0.0432,14.647,3.932,0.98,61.72,2026-04-09T13:06:58.951132,Kolkata
DEV-000661,ThinkPad T480,laptop,0.2947,54.085,37.051,0.96,573.99,2026-04-09T13:06:58.951150,Ahmedabad
DEV-000662,Google Pixel 7,smartphone,0.0342,8.409,3.606,0.96,56.23,2026-04-09T13:06:58.951167,Hyderabad
DEV-000663,Fitbit Charge 5,wearable,0.0022,0.293,0.184,0.9,2.89,2026-04-09T13:06:58.951185,Chennai
DEV-000664,Fitbit Charge 5,wearable,0.0015,0.447,0.217,0.82,3.35,2026-04-09T13:06:58.951202,Chennai
DEV-000665,Apple Watch Series 7,wearable,0.0024,0.881,0.452,0.88,6.93,2026-04-09T13:06:58.951220,Hyderabad
DEV-000666,MacBook Air M1,laptop,0.3203,71.689,69.123,0.96,1056.78,2026-04-09T13:06:58.951238,Kolkata
DEV-000667,Apple Watch Series 7,wearable,0.0024,0.755,0.204,0.92,3.21,2026-04-09T13:06:58.951256,Delhi
DEV-000668,Sony A7IV,camera,0.1355,39.435,17.141,0.82,265.64,2026-04-09T13:06:58.951274,Mumbai
DEV-000669,ThinkPad T490,laptop,0.2981,66.482,50.66,0.93,778.45,2026-04-09T13:06:58.951291,Hyderabad
DEV-000670,AirPods Pro,earbuds,0.0054,0.544,0.656,0.99,10.17,2026-04-09T13:06:58.951307,Chennai
DEV-000671,ThinkPad T480,laptop,0.2653,61.348,51.02,0.87,781.83,2026-04-09T13:06:58.951325,Ahmedabad
DEV-000672,MacBook Pro 13,laptop,0.3592,65.793,69.099,0.87,1058.69,2026-04-09T13:06:58.951343,Chennai
DEV-000673,iPad Air,tablet,0.0973,27.144,34.714,0.9,526.82,2026-04-09T13:06:58.951361,Bangalore
DEV-000674,Sony WH-1000XM4,headphones,0.0081,2.447,1.311,0.87,20.18,2026-04-09T13:06:58.951379,Mumbai
DEV-000675,Sony WH-1000XM4,headphones,0.0144,2.049,1.049,0.85,16.62,2026-04-09T13:06:58.951396,Ahmedabad
DEV-000676,Fitbit Charge 5,wearable,0.0028,0.489,0.254,0.83,3.98,2026-04-09T13:06:58.951414,Kolkata
DEV-000677,iPhone 14,smartphone,0.0511,13.523,4.505,0.88,70.78,2026-04-09T13:06:58.951432,Pune
DEV-000678,iPhone 13,smartphone,0.033,13.279,4.462,0.86,69.04,2026-04-09T13:06:58.951449,Chennai
DEV-000679,iPad Air,tablet,0.0878,23.869,27.902,0.89,424.04,2026-04-09T13:06:58.951466,Hyderabad
DEV-000680,MacBook Pro 13,laptop,0.3687,59.036,74.256,0.99,1136.55,2026-04-09T13:06:58.951484,Delhi
DEV-000681,Samsung Galaxy S22,smartphone,0.0408,9.552,3.715,0.92,58.27,2026-04-09T13:06:58.951502,Chennai
DEV-000682,Samsung Galaxy S22,smartphone,0.0347,13.36,4.188,0.95,65.04,2026-04-09T13:06:58.951520,Bangalore
DEV-000683,OnePlus 10,smartphone,0.0224,11.445,4.795,0.83,73.38,2026-04-09T13:06:58.951538,Pune
DEV-000684,Sony WH-1000XM4,headphones,0.0053,3.471,0.937,0.89,14.41,2026-04-09T13:06:58.951556,Chennai
DEV-000685,Sony WH-1000XM4,headphones,0.0084,5.592,1.041,0.91,16.17,2026-04-09T13:06:58.951573,Chennai
DEV-000686,iPhone 14,smartphone,0.0409,14.671,4.552,0.85,70.88,2026-04-09T13:06:58.951591,Pune
DEV-000687,ThinkPad T490,laptop,0.1708,47.489,41.572,0.9,634.3,2026-04-09T13:06:58.951608,Ahmedabad
DEV-000688,iPhone 14,smartphone,0.0357,16.046,3.205,0.91,50.38,2026-04-09T13:06:58.951626,Hyderabad
DEV-000689,Sony WH-1000XM4,headphones,0.0057,4.078,1.19,0.83,18.23,2026-04-09T13:06:58.951644,Ahmedabad
DEV-000690,Sony A7IV,camera,0.1745,23.471,20.315,0.93,315.43,2026-04-09T13:06:58.951661,Ahmedabad
DEV-000691,Fitbit Charge 5,wearable,0.0009,0.196,0.247,0.86,3.76,2026-04-09T13:06:58.951679,Ahmedabad
DEV-000692,iPhone 14,smartphone,0.0454,11.554,4.7,0.94,73.34,2026-04-09T13:06:58.951697,Pune
DEV-000693,Samsung Galaxy S22,smartphone,0.0374,9.455,3.904,0.82,60.9,2026-04-09T13:06:58.951715,Delhi
DEV-000694,iPhone 14,smartphone,0.0427,16.681,4.104,0.86,64.29,2026-04-09T13:06:58.951732,Ahmedabad
DEV-000695,Fitbit Charge 5,wearable,0.0022,0.312,0.254,0.86,3.95,2026-04-09T13:06:58.951750,Hyderabad
DEV-000696,AirPods Pro,earbuds,0.0036,1.088,0.388,0.88,6.05,2026-04-09T13:06:58.951768,Chennai
DEV-000697,Fitbit Charge 5,wearable,0.0014,0.444,0.139,0.84,2.17,2026-04-09T13:06:58.951787,Delhi
DEV-000698,MacBook Air M1,laptop,0.2954,64.884,66.301,0.83,1012.89,2026-04-09T13:06:58.951804,Chennai
DEV-000699,AirPods Pro,earbuds,0.0065,1.152,0.509,0.85,8.04,2026-04-09T13:06:58.951844,Bangalore
DEV-000700,HP Pavilion 15,laptop,0.2842,33.586,51.094,0.91,783.8,2026-04-09T13:06:58.951863,Ahmedabad
DEV-000701,iPhone 14,smartphone,0.0544,12.164,3.466,0.85,55.38,2026-04-09T13:06:58.951881,Delhi
DEV-000702,iPad Pro 11,tablet,0.1339,33.451,29.719,0.93,454.15,2026-04-09T13:06:58.951898,Kolkata
DEV-000703,MacBook Air M1,laptop,0.3783,68.173,53.426,0.93,824.77,2026-04-09T13:06:58.951916,Mumbai
DEV-000704,iPad Pro 11,tablet,0.1782,20.796,33.184,0.95,508.66,2026-04-09T13:06:58.951933,Bangalore
DEV-000705,ThinkPad T480,laptop,0.3178,37.063,36.564,0.95,567.9,2026-04-09T13:06:58.951951,Ahmedabad
DEV-000706,iPhone 14,smartphone,0.0447,15.561,4.327,0.94,67.74,2026-04-09T13:06:58.951969,Ahmedabad
DEV-000707,ThinkPad T480,laptop,0.2475,46.217,47.047,0.92,721.02,2026-04-09T13:06:58.951987,Pune
DEV-000708,ThinkPad T490,laptop,0.3468,60.87,59.684,0.9,916.68,2026-04-09T13:06:58.952005,Kolkata
DEV-000709,ThinkPad T490,laptop,0.3605,61.27,57.521,0.98,885.06,2026-04-09T13:06:58.952023,Delhi
DEV-000710,Google Pixel 6,smartphone,0.0193,8.124,3.213,0.87,49.43,2026-04-09T13:06:58.952041,Bangalore
DEV-000711,iPad Pro 11,tablet,0.1718,27.664,36.237,0.97,554.14,2026-04-09T13:06:58.952058,Kolkata
DEV-000712,Fitbit Charge 5,wearable,0.0019,0.488,0.198,0.93,3.09,2026-04-09T13:06:58.952075,Hyderabad
DEV-000713,iPhone 14,smartphone,0.0465,12.748,3.759,0.86,59.3,2026-04-09T13:06:58.952093,Ahmedabad
DEV-000714,Samsung Galaxy Tab S7,tablet,0.1398,26.029,34.188,0.82,521.47,2026-04-09T13:06:58.952110,Mumbai
DEV-000715,ThinkPad T490,laptop,0.2766,42.473,40.558,0.97,625.39,2026-04-09T13:06:58.952129,Pune
DEV-000716,AirPods Pro,earbuds,0.0056,0.9,0.671,0.87,10.41,2026-04-09T13:06:58.952146,Bangalore
DEV-000717,iPhone 13,smartphone,0.0416,10.585,3.699,0.93,58.09,2026-04-09T13:06:58.952164,Kolkata
DEV-000718,iPhone 12,smartphone,0.0393,8.664,2.725,0.86,43.32,2026-04-09T13:06:58.952182,Delhi
DEV-000719,Google Pixel 6,smartphone,0.0193,7.562,4.34,0.82,66.33,2026-04-09T13:06:58.952199,Chennai
DEV-000720,ThinkPad T480,laptop,0.297,38.72,48.361,0.85,743.62,2026-04-09T13:06:58.952216,Mumbai
DEV-000721,Samsung Galaxy S21,smartphone,0.0339,8.099,3.594,0.84,56.02,2026-04-09T13:06:58.952234,Chennai
DEV-000722,Sony A7IV,camera,0.1111,38.587,21.221,0.96,325.37,2026-04-09T13:06:58.952252,Bangalore
DEV-000723,ThinkPad T490,laptop,0.3463,55.304,54.28,0.95,835.53,2026-04-09T13:06:58.952270,Chennai
DEV-000724,Google Pixel 7,smartphone,0.0377,11.188,3.544,0.82,55.53,2026-04-09T13:06:58.952287,Kolkata
DEV-000725,Samsung Galaxy Tab S7,tablet,0.0716,21.584,36.701,0.96,555.03,2026-04-09T13:06:58.952305,Chennai
DEV-000726,Google Pixel 7,smartphone,0.0239,9.614,3.751,0.97,57.8,2026-04-09T13:06:58.952323,Mumbai
DEV-000727,Canon EOS R5,camera,0.0915,29.968,20.664,0.83,315.75,2026-04-09T13:06:58.952341,Pune
DEV-000728,Samsung Galaxy S21,smartphone,0.0206,11.009,4.539,0.99,69.43,2026-04-09T13:06:58.952358,Kolkata
DEV-000729,iPhone 13,smartphone,0.0347,13.824,3.321,0.98,52.04,2026-04-09T13:06:58.952378,Mumbai
DEV-000730,Apple Watch Series 7,wearable,0.0015,0.328,0.388,0.98,5.91,2026-04-09T13:06:58.952395,Kolkata
DEV-000731,OnePlus 10,smartphone,0.028,8.442,4.064,0.86,62.72,2026-04-09T13:06:58.952414,Delhi
DEV-000732,AirPods Pro,earbuds,0.0023,0.764,0.747,0.97,11.35,2026-04-09T13:06:58.952431,Hyderabad
DEV-000733,Sony WH-1000XM4,headphones,0.0113,4.032,1.132,0.92,17.7,2026-04-09T13:06:58.952448,Delhi
DEV-000734,Sony A7IV,camera,0.1381,33.893,24.827,0.85,381.03,2026-04-09T13:06:58.952473,Chennai
DEV-000735,iPhone 12,smartphone,0.033,9.952,3.15,0.9,49.33,2026-04-09T13:06:58.952491,Pune
DEV-000736,iPhone 12,smartphone,0.0311,11.777,2.712,0.95,42.66,2026-04-09T13:06:58.952509,Delhi
DEV-000737,ThinkPad T490,laptop,0.3341,60.568,56.957,0.91,875.01,2026-04-09T13:06:58.952527,Ahmedabad
DEV-000738,MacBook Pro 13,laptop,0.3692,57.616,64.702,0.87,993.26,2026-04-09T13:06:58.952552,Ahmedabad
DEV-000739,iPhone 13,smartphone,0.0383,14.618,3.569,0.9,55.98,2026-04-09T13:06:58.952572,Chennai
DEV-000740,Apple Watch Series 7,wearable,0.0028,0.31,0.392,0.87,6.05,2026-04-09T13:06:58.952590,Delhi
DEV-000741,Google Pixel 6,smartphone,0.0339,7.947,3.104,0.85,48.67,2026-04-09T13:06:58.952608,Ahmedabad
DEV-000742,Dell XPS 13,laptop,0.1548,57.58,46.124,0.88,701.72,2026-04-09T13:06:58.952625,Hyderabad
DEV-000743,MacBook Pro 13,laptop,0.2786,71.253,65.745,0.92,1003.6,2026-04-09T13:06:58.952643,Chennai
DEV-000744,Fitbit Charge 5,wearable,0.0021,0.288,0.127,0.97,2.03,2026-04-09T13:06:58.952662,Kolkata
DEV-000745,Samsung Galaxy S21,smartphone,0.034,11.157,4.579,0.94,70.84,2026-04-09T13:06:58.952680,Hyderabad
DEV-000746,AirPods Pro,earbuds,0.0026,0.509,0.474,0.84,7.27,2026-04-09T13:06:58.952698,Ahmedabad
DEV-000747,iPad Pro 11,tablet,0.1598,27.565,32.467,0.87,496.87,2026-04-09T13:06:58.952715,Delhi
DEV-000748,Sony WH-1000XM4,headphones,0.0147,2.682,0.885,0.99,14.18,2026-04-09T13:06:58.952732,Ahmedabad
DEV-000749,Samsung Galaxy S21,smartphone,0.0319,7.912,4.914,0.93,75.7,2026-04-09T13:06:58.952751,Ahmedabad
DEV-000750,iPhone 14,smartphone,0.0514,14.256,4.075,0.89,64.35,2026-04-09T13:06:58.952768,Mumbai
DEV-000751,iPad Air,tablet,0.09,24.12,26.268,0.96,399.66,2026-04-09T13:06:58.952786,Ahmedabad
DEV-000752,ThinkPad T490,laptop,0.2268,53.694,56.634,0.83,863.65,2026-04-09T13:06:58.952803,Bangalore
DEV-000753,iPhone 14,smartphone,0.0368,16.75,3.313,0.96,52.07,2026-04-09T13:06:58.952842,Pune
DEV-000754,AirPods Pro,earbuds,0.0045,0.998,0.535,0.9,8.3,2026-04-09T13:06:58.952862,Hyderabad
DEV-000755,AirPods Pro,earbuds,0.0051,1.096,0.681,0.88,10.53,2026-04-09T13:06:58.952879,Bangalore
DEV-000756,MacBook Pro 13,laptop,0.3666,73.842,57.974,0.87,892.34,2026-04-09T13:06:58.952897,Mumbai
DEV-000757,Sony WH-1000XM4,headphones,0.009,2.875,1.499,0.88,23.05,2026-04-09T13:06:58.952915,Bangalore
DEV-000758,ThinkPad T500,laptop,0.3396,45.667,61.931,0.98,949.8,2026-04-09T13:06:58.952933,Kolkata
DEV-000759,Sony A7IV,camera,0.163,29.676,29.062,0.93,446.01,2026-04-09T13:06:58.952951,Ahmedabad
DEV-000760,AirPods Pro,earbuds,0.0052,0.654,0.469,0.92,7.35,2026-04-09T13:06:58.952969,Delhi
DEV-000761,iPad Pro 11,tablet,0.1273,31.904,41.481,0.88,630.17,2026-04-09T13:06:58.952986,Mumbai
DEV-000762,ThinkPad T480,laptop,0.2784,54.638,53.175,0.88,814.88,2026-04-09T13:06:58.953004,Kolkata
DEV-000763,Sony A7IV,camera,0.1806,40.247,26.385,0.88,407.01,2026-04-09T13:06:58.953021,Delhi
DEV-000764,ThinkPad T480,laptop,0.3137,57.29,38.627,0.87,598.8,2026-04-09T13:06:58.953039,Bangalore
DEV-000765,AirPods Pro,earbuds,0.0036,0.554,0.753,0.91,11.52,2026-04-09T13:06:58.953056,Delhi
DEV-000766,Sony A7IV,camera,0.11,35.392,17.452,0.96,268.73,2026-04-09T13:06:58.953073,Chennai
DEV-000767,ThinkPad T490,laptop,0.326,61.027,48.339,0.82,745.26,2026-04-09T13:06:58.953091,Chennai
DEV-000768,Fitbit Charge 5,wearable,0.0024,0.27,0.267,0.87,4.15,2026-04-09T13:06:58.953108,Hyderabad
DEV-000769,Apple Watch Series 7,wearable,0.003,0.821,0.574,0.96,8.8,2026-04-09T13:06:58.953126,Delhi
DEV-000770,iPad Air,tablet,0.13,20.173,37.505,0.95,570.58,2026-04-09T13:06:58.953144,Hyderabad
DEV-000771,ThinkPad T490,laptop,0.3587,52.985,59.012,0.83,907.23,2026-04-09T13:06:58.953163,Ahmedabad
DEV-000772,Samsung Galaxy Tab S7,tablet,0.0838,23.649,31.853,0.88,483.06,2026-04-09T13:06:58.953180,Hyderabad
DEV-000773,Google Pixel 6,smartphone,0.0237,6.492,3.535,0.89,54.51,2026-04-09T13:06:58.953198,Kolkata
DEV-000774,ThinkPad T490,laptop,0.3348,46.525,47.229,0.91,728.99,2026-04-09T13:06:58.953215,Kolkata
DEV-000775,Dell XPS 13,laptop,0.151,48.88,42.679,0.98,649.73,2026-04-09T13:06:58.953233,Bangalore
DEV-000776,Fitbit Charge 5,wearable,0.0029,0.28,0.281,0.92,4.39,2026-04-09T13:06:58.953251,Bangalore
DEV-000777,Sony A7IV,camera,0.1193,28.255,23.139,0.91,354.53,2026-04-09T13:06:58.953268,Hyderabad
DEV-000778,Sony A7IV,camera,0.1861,40.734,20.535,0.9,319.6,2026-04-09T13:06:58.953286,Hyderabad
DEV-000779,ThinkPad T490,laptop,0.2008,63.082,59.93,0.92,911.63,2026-04-09T13:06:58.953303,Delhi
DEV-000780,Samsung Galaxy Tab S7,tablet,0.1502,17.058,32.304,0.96,493.74,2026-04-09T13:06:58.953320,Pune
DEV-000781,iPhone 14,smartphone,0.0528,14.372,3.638,0.95,57.88,2026-04-09T13:06:58.953339,Kolkata
DEV-000782,iPhone 14,smartphone,0.0488,11.491,4.353,0.84,68.34,2026-04-09T13:06:58.953356,Hyderabad
DEV-000783,Samsung Galaxy S22,smartphone,0.0351,8.507,5.068,0.94,78.21,2026-04-09T13:06:58.953374,Ahmedabad
DEV-000784,iPad Air,tablet,0.119,19.294,36.516,0.97,555.07,2026-04-09T13:06:58.953392,Hyderabad
DEV-000785,ThinkPad T490,laptop,0.3345,41.143,58.679,0.88,900.67,2026-04-09T13:06:58.953411,Bangalore
DEV-000786,MacBook Pro 13,laptop,0.3966,53.609,61.835,0.96,951.86,2026-04-09T13:06:58.953428,Pune
DEV-000787,iPhone 12,smartphone,0.0381,10.864,3.041,0.87,48.01,2026-04-09T13:06:58.953446,Kolkata
DEV-000788,MacBook Pro 13,laptop,0.2654,52.305,69.094,0.94,1052.86,2026-04-09T13:06:58.953464,Pune
DEV-000789,ThinkPad T500,laptop,0.2653,68.881,45.091,0.9,692.97,2026-04-09T13:06:58.953481,Pune
DEV-000790,Samsung Galaxy S21,smartphone,0.028,10.026,4.152,0.95,64.06,2026-04-09T13:06:58.953500,Mumbai
DEV-000791,Fitbit Charge 5,wearable,0.0019,0.378,0.103,0.85,1.66,2026-04-09T13:06:58.953517,Chennai
DEV-000792,Sony WH-1000XM4,headphones,0.0109,3.782,1.352,0.99,20.97,2026-04-09T13:06:58.953536,Mumbai
DEV-000793,iPad Air,tablet,0.1025,19.479,35.902,0.95,544.87,2026-04-09T13:06:58.953554,Pune
DEV-000794,AirPods Pro,earbuds,0.002,0.953,0.502,0.93,7.66,2026-04-09T13:06:58.953572,Pune
DEV-000795,AirPods Pro,earbuds,0.0029,0.913,0.712,0.84,10.86,2026-04-09T13:06:58.953589,Hyderabad
DEV-000796,Apple Watch Series 7,wearable,0.0038,0.776,0.585,0.9,9.01,2026-04-09T13:06:58.953607,Bangalore
DEV-000797,ThinkPad T490,laptop,0.3402,51.763,49.313,0.85,760.62,2026-04-09T13:06:58.953625,Kolkata
DEV-000798,HP Pavilion 15,laptop,0.2185,52.765,53.118,0.86,810.41,2026-04-09T13:06:58.953643,Pune
DEV-000799,Sony A7IV,camera,0.1773,29.592,29.964,0.88,460.39,2026-04-09T13:06:58.953661,Chennai
DEV-000800,Dell XPS 13,laptop,0.183,35.725,39.525,0.87,604.21,2026-04-09T13:06:58.953679,Pune
DEV-000801,Samsung Galaxy S21,smartphone,0.0393,10.377,4.941,0.89,76.58,2026-04-09T13:06:58.953696,Bangalore
DEV-000802,Samsung Galaxy S22,smartphone,0.0306,14.551,4.401,0.86,68.0,2026-04-09T13:06:58.953714,Chennai
DEV-000803,ThinkPad T490,laptop,0.2036,54.468,52.78,0.93,804.46,2026-04-09T13:06:58.953733,Bangalore
DEV-000804,Google Pixel 7,smartphone,0.0316,8.579,4.23,0.94,65.43,2026-04-09T13:06:58.953750,Kolkata
DEV-000805,Dell XPS 13,laptop,0.3057,47.706,53.181,0.9,816.53,2026-04-09T13:06:58.953769,Kolkata
DEV-000806,Google Pixel 7,smartphone,0.0315,11.515,3.952,0.9,61.29,2026-04-09T13:06:58.953786,Bangalore
DEV-000807,ThinkPad T490,laptop,0.2001,42.596,59.305,0.85,902.01,2026-04-09T13:06:58.953804,Mumbai
DEV-000808,Sony WH-1000XM4,headphones,0.0073,5.552,1.295,0.89,19.92,2026-04-09T13:06:58.953841,Delhi
DEV-000809,Sony WH-1000XM4,headphones,0.0054,2.299,0.802,0.96,12.38,2026-04-09T13:06:58.953860,Chennai
DEV-000810,Canon EOS R5,camera,0.1531,25.98,15.164,0.85,236.91,2026-04-09T13:06:58.953878,Ahmedabad
DEV-000811,AirPods Pro,earbuds,0.003,0.95,0.527,0.83,8.09,2026-04-09T13:06:58.953897,Mumbai
DEV-000812,iPad Air,tablet,0.1285,22.123,30.583,0.93,466.68,2026-04-09T13:06:58.953914,Mumbai
DEV-000813,iPhone 13,smartphone,0.03,12.147,3.496,0.86,54.36,2026-04-09T13:06:58.953933,Mumbai
DEV-000814,Samsung Galaxy S21,smartphone,0.0317,9.73,4.111,0.89,63.66,2026-04-09T13:06:58.953950,Chennai
DEV-000815,Google Pixel 6,smartphone,0.0262,9.606,3.917,0.99,60.42,2026-04-09T13:06:58.953968,Bangalore
DEV-000816,HP Pavilion 15,laptop,0.2729,39.977,42.982,0.9,661.5,2026-04-09T13:06:58.953991,Hyderabad
DEV-000817,OnePlus 10,smartphone,0.0317,9.553,4.14,0.96,64.1,2026-04-09T13:06:58.954009,Pune
DEV-000818,ThinkPad T480,laptop,0.328,35.845,44.099,0.83,681.52,2026-04-09T13:06:58.954027,Pune
DEV-000819,ThinkPad T480,laptop,0.1715,39.989,36.613,0.93,559.88,2026-04-09T13:06:58.954045,Pune
DEV-000820,OnePlus 10,smartphone,0.0196,11.553,4.573,0.82,69.89,2026-04-09T13:06:58.954063,Chennai
DEV-000821,Google Pixel 6,smartphone,0.0316,9.407,3.054,0.98,47.8,2026-04-09T13:06:58.954081,Pune
DEV-000822,Samsung Galaxy S21,smartphone,0.0309,8.101,4.297,0.9,66.39,2026-04-09T13:06:58.954099,Delhi
DEV-000823,iPad Pro 11,tablet,0.1301,18.585,39.548,0.95,601.21,2026-04-09T13:06:58.954117,Bangalore
DEV-000824,Google Pixel 6,smartphone,0.0286,8.904,3.348,0.93,52.03,2026-04-09T13:06:58.954135,Hyderabad
DEV-000825,ThinkPad T490,laptop,0.3255,63.062,46.904,0.93,723.72,2026-04-09T13:06:58.954152,Pune
DEV-000826,Samsung Galaxy S22,smartphone,0.0267,12.551,4.925,0.95,75.6,2026-04-09T13:06:58.954169,Kolkata
DEV-000827,Dell XPS 13,laptop,0.1739,47.695,52.213,0.92,794.11,2026-04-09T13:06:58.954186,Pune
DEV-000828,MacBook Pro 13,laptop,0.2977,72.78,64.197,0.83,981.54,2026-04-09T13:06:58.954203,Mumbai
DEV-000829,HP Pavilion 15,laptop,0.2704,47.216,48.765,0.95,748.17,2026-04-09T13:06:58.954219,Kolkata
DEV-000830,Samsung Galaxy S21,smartphone,0.0214,12.184,4.696,0.96,71.85,2026-04-09T13:06:58.954235,Pune
DEV-000831,iPhone 12,smartphone,0.0447,8.848,2.709,0.88,43.41,2026-04-09T13:06:58.954252,Bangalore
DEV-000832,Apple Watch Series 7,wearable,0.0044,0.477,0.467,0.83,7.27,2026-04-09T13:06:58.954269,Kolkata
DEV-000833,Sony A7IV,camera,0.1265,38.521,22.785,0.88,349.75,2026-04-09T13:06:58.954286,Chennai
DEV-000834,Canon EOS R5,camera,0.0871,24.362,29.735,0.84,451.49,2026-04-09T13:06:58.954303,Delhi
DEV-000835,Fitbit Charge 5,wearable,0.0014,0.397,0.151,0.82,2.35,2026-04-09T13:06:58.954320,Delhi
DEV-000836,Fitbit Charge 5,wearable,0.001,0.486,0.153,0.86,2.36,2026-04-09T13:06:58.954336,Hyderabad
DEV-000837,Apple Watch Series 7,wearable,0.0011,0.641,0.528,0.99,7.99,2026-04-09T13:06:58.954353,Kolkata
DEV-000838,HP Pavilion 15,laptop,0.2655,55.504,46.921,0.93,720.3,2026-04-09T13:06:58.954371,Bangalore
DEV-000839,HP Pavilion 15,laptop,0.2591,37.318,41.904,0.86,644.48,2026-04-09T13:06:58.954388,Pune
DEV-000840,Dell XPS 13,laptop,0.1489,40.737,50.064,0.9,760.3,2026-04-09T13:06:58.954404,Bangalore
DEV-000841,ThinkPad T490,laptop,0.2105,54.519,50.67,0.99,773.23,2026-04-09T13:06:58.954422,Bangalore
DEV-000842,iPad Air,tablet,0.1504,26.334,33.088,0.95,505.61,2026-04-09T13:06:58.954439,Hyderabad
DEV-000843,ThinkPad T500,laptop,0.2014,69.255,62.208,0.89,945.9,2026-04-09T13:06:58.954456,Kolkata
DEV-000844,iPhone 13,smartphone,0.0358,10.15,4.477,0.98,69.4,2026-04-09T13:06:58.954473,Delhi
DEV-000845,MacBook Air M1,laptop,0.364,46.75,52.157,0.84,804.66,2026-04-09T13:06:58.954490,Delhi
DEV-000846,Dell XPS 13,laptop,0.2829,48.849,42.111,0.83,649.13,2026-04-09T13:06:58.954508,Mumbai
DEV-000847,Sony WH-1000XM4,headphones,0.0136,3.463,0.803,0.91,12.9,2026-04-09T13:06:58.954524,Ahmedabad
DEV-000848,iPad Air,tablet,0.1092,25.054,35.463,0.91,538.75,2026-04-09T13:06:58.954541,Delhi
DEV-000849,Samsung Galaxy Tab S7,tablet,0.0823,24.464,24.689,0.96,375.52,2026-04-09T13:06:58.954566,Pune
DEV-000850,ThinkPad T490,laptop,0.332,39.98,52.596,0.87,809.26,2026-04-09T13:06:58.954584,Pune
DEV-000851,Canon EOS R5,camera,0.0953,31.369,29.794,0.9,452.94,2026-04-09T13:06:58.954600,Kolkata
DEV-000852,ThinkPad T490,laptop,0.3292,57.104,40.583,0.88,629.07,2026-04-09T13:06:58.954617,Hyderabad
DEV-000853,iPhone 13,smartphone,0.049,12.403,4.291,0.95,67.43,2026-04-09T13:06:58.954634,Bangalore
DEV-000854,ThinkPad T480,laptop,0.3215,50.543,44.063,0.93,680.74,2026-04-09T13:06:58.954651,Pune
DEV-000855,Fitbit Charge 5,wearable,0.001,0.149,0.174,0.87,2.67,2026-04-09T13:06:58.954667,Pune
DEV-000856,Samsung Galaxy Tab S7,tablet,0.1545,19.265,30.281,0.84,463.68,2026-04-09T13:06:58.954684,Ahmedabad
DEV-000857,Dell XPS 13,laptop,0.2625,40.58,54.66,0.92,836.06,2026-04-09T13:06:58.954701,Mumbai
DEV-000858,MacBook Air M1,laptop,0.2789,69.14,67.325,0.95,1027.3,2026-04-09T13:06:58.954719,Mumbai
DEV-000859,Canon EOS R5,camera,0.1175,23.375,15.79,0.97,244.13,2026-04-09T13:06:58.954736,Kolkata
DEV-000860,ThinkPad T500,laptop,0.2391,52.999,46.065,0.96,705.85,2026-04-09T13:06:58.954753,Chennai
DEV-000861,iPad Air,tablet,0.0843,18.934,32.027,0.86,485.65,2026-04-09T13:06:58.954770,Delhi
DEV-000862,iPad Pro 11,tablet,0.1279,25.907,28.778,0.86,439.6,2026-04-09T13:06:58.954806,Pune
DEV-000863,iPhone 14,smartphone,0.0465,10.981,3.944,0.87,62.06,2026-04-09T13:06:58.954824,Kolkata
DEV-000864,AirPods Pro,earbuds,0.0026,0.589,0.508,0.86,7.78,2026-04-09T13:06:58.954841,Hyderabad
DEV-000865,OnePlus 10,smartphone,0.0219,8.138,4.515,0.88,69.12,2026-04-09T13:06:58.954858,Kolkata
DEV-000866,ThinkPad T490,laptop,0.2241,48.125,48.902,0.91,747.46,2026-04-09T13:06:58.954875,Bangalore
DEV-000867,iPad Pro 11,tablet,0.1532,32.61,36.584,0.91,558.28,2026-04-09T13:06:58.954893,Ahmedabad
DEV-000868,AirPods Pro,earbuds,0.004,1.38,0.681,0.83,10.47,2026-04-09T13:06:58.954910,Mumbai
DEV-000869,Dell XPS 13,laptop,0.3009,50.155,49.795,0.91,765.48,2026-04-09T13:06:58.954926,Delhi
DEV-000870,Apple Watch Series 7,wearable,0.0037,0.944,0.435,0.94,6.76,2026-04-09T13:06:58.954943,Chennai
DEV-000871,OnePlus 10,smartphone,0.0284,9.799,4.309,0.94,66.44,2026-04-09T13:06:58.954960,Pune
DEV-000872,iPhone 14,smartphone,0.0355,11.372,3.906,0.94,60.83,2026-04-09T13:06:58.954977,Mumbai
DEV-000873,Apple Watch Series 7,wearable,0.0049,0.867,0.325,0.84,5.18,2026-04-09T13:06:58.954994,Kolkata
DEV-000874,Google Pixel 6,smartphone,0.0304,8.671,4.406,0.9,68.0,2026-04-09T13:06:58.955012,Hyderabad
DEV-000875,Apple Watch Series 7,wearable,0.0027,0.718,0.353,0.95,5.46,2026-04-09T13:06:58.955028,Pune
DEV-000876,Fitbit Charge 5,wearable,0.0013,0.307,0.202,0.97,3.11,2026-04-09T13:06:58.955046,Bangalore
